"site";"date";"doy";"longitude";"latitude";"pluie";"tmin";"tmax";"tmoy";"hmin";"hmax";"hmoy";"etp"
"RSH-Caira-Gre-sec";2021-01-01;1;4,94;44,21;0;5,1;6,4;5,7;71;97;84;1,2
"RSH-Caira-Gre-sec";2021-01-02;2;4,94;44,21;0,4;2,5;3,4;3;69;83;76;1,2
"RSH-Caira-Gre-sec";2021-01-03;3;4,94;44,21;0;1,6;5,1;3,3;67;80;73;1,4
"RSH-Caira-Gre-sec";2021-01-04;4;4,94;44,21;2,4;0,3;2,7;1,5;76;86;81;0,4
"RSH-Caira-Gre-sec";2021-01-05;5;4,94;44,21;0;-3,8;4,7;0,4;74;98;86;0,5
"RSH-Caira-Gre-sec";2021-01-06;6;4,94;44,21;0;0,7;4,7;2,7;59;79;69;1,6
"RSH-Caira-Gre-sec";2021-01-07;7;4,94;44,21;0;-7,3;5,7;-0,8;56;94;75;0,6
"RSH-Caira-Gre-sec";2021-01-08;8;4,94;44,21;0;-0,2;5,9;2,9;50;79;65;1,7
"RSH-Caira-Gre-sec";2021-01-09;9;4,94;44,21;0;0,1;4,4;2,3;58;74;66;1,6
"RSH-Caira-Gre-sec";2021-01-10;10;4,94;44,21;0;0,5;2,5;1,5;62;74;68;1,6
"RSH-Caira-Gre-sec";2021-01-11;11;4,94;44,21;0;-1,4;3,7;1,1;45;74;59;1,8
"RSH-Caira-Gre-sec";2021-01-12;12;4,94;44,21;0;-0,8;9,1;4,1;53;72;62;1,5
"RSH-Caira-Gre-sec";2021-01-13;13;4,94;44,21;0;3,2;13,3;8,3;62;89;75;1,1
"RSH-Caira-Gre-sec";2021-01-14;14;4,94;44,21;0;7;12,8;9,9;53;82;68;2,3
"RSH-Caira-Gre-sec";2021-01-15;15;4,94;44,21;0;3;9,6;6,3;60;91;75;1,8
"RSH-Caira-Gre-sec";2021-01-16;16;4,94;44,21;0;1,3;5,5;3,4;42;79;61;1,9
"RSH-Caira-Gre-sec";2021-01-17;17;4,94;44,21;0;0;9,8;4,9;58;94;76;1,4
"RSH-Caira-Gre-sec";2021-01-18;18;4,94;44,21;0;4;9,1;6,6;42;78;60;2,6
"RSH-Caira-Gre-sec";2021-01-19;19;4,94;44,21;0;-5,1;11,5;3,2;39;89;64;1,1
"RSH-Caira-Gre-sec";2021-01-20;20;4,94;44,21;5,5;0,2;13,7;6,9;55;88;72;0,7
"RSH-Caira-Gre-sec";2021-01-21;21;4,94;44,21;0;9,7;15,9;12,8;60;84;72;2,4
"RSH-Caira-Gre-sec";2021-01-22;22;4,94;44,21;10,2;10,5;15,7;13,1;58;70;64;2,5
"RSH-Caira-Gre-sec";2021-01-23;23;4,94;44,21;2,4;1,3;8,9;5,1;65;92;78;0,7
"RSH-Caira-Gre-sec";2021-01-24;24;4,94;44,21;0;4;9,5;6,7;40;94;67;1,9
"RSH-Caira-Gre-sec";2021-01-25;25;4,94;44,21;0;1,6;9,1;5,4;37;95;66;1,5
"RSH-Caira-Gre-sec";2021-01-26;26;4,94;44,21;0,8;1,3;7,5;4,4;32;73;53;2,4
"RSH-Caira-Gre-sec";2021-01-27;27;4,94;44,21;0;0,4;12,4;6,4;42;86;64;1,7
"RSH-Caira-Gre-sec";2021-01-28;28;4,94;44,21;0;2,4;17,5;10;52;98;75;0,9
"RSH-Caira-Gre-sec";2021-01-29;29;4,94;44,21;0;7,9;17,6;12,7;40;94;67;1,9
"RSH-Caira-Gre-sec";2021-01-30;30;4,94;44,21;9,1;3,7;8,4;6;59;88;73;0,4
"RSH-Caira-Gre-sec";2021-01-31;31;4,94;44,21;4,3;1,4;15,5;8,4;52;98;75;1,2
"RSH-Caira-Gre-sec";2021-02-01;32;4,94;44,21;6,5;7,1;12,9;10;81;97;89;0,4
"RSH-Caira-Gre-sec";2021-02-02;33;4,94;44,21;0;5,7;14;9,8;77;100;88;0,3
"RSH-Caira-Gre-sec";2021-02-03;34;4,94;44,21;0;6;18,1;12;60;100;80;1,4
"RSH-Caira-Gre-sec";2021-02-04;35;4,94;44,21;0;5;13,4;9,2;78;99;89;0,5
"RSH-Caira-Gre-sec";2021-02-05;36;4,94;44,21;0;7,7;17;12,3;57;96;76;1,2
"RSH-Caira-Gre-sec";2021-02-06;37;4,94;44,21;6,1;7,5;18,2;12,8;46;97;72;1,9
"RSH-Caira-Gre-sec";2021-02-07;38;4,94;44,21;0,9;8,4;11,2;9,8;60;98;79;1,2
"RSH-Caira-Gre-sec";2021-02-08;39;4,94;44,21;3,8;-0,7;11,2;5,3;60;97;79;0,8
"RSH-Caira-Gre-sec";2021-02-09;40;4,94;44,21;11,4;4,6;12,2;8,4;63;98;80;1
"RSH-Caira-Gre-sec";2021-02-10;41;4,94;44,21;0;3,7;14,7;9,2;43;97;70;2,2
"RSH-Caira-Gre-sec";2021-02-11;42;4,94;44,21;0;1,6;8,5;5;51;83;67;2,1
"RSH-Caira-Gre-sec";2021-02-12;43;4,94;44,21;4,4;0,3;6,6;3,4;72;84;78;0,6
"RSH-Caira-Gre-sec";2021-02-13;44;4,94;44,21;0;0,1;5;2,5;62;92;77;1,8
"RSH-Caira-Gre-sec";2021-02-14;45;4,94;44,21;0;-4,3;4,9;0,3;60;90;75;0,4
"RSH-Caira-Gre-sec";2021-02-15;46;4,94;44,21;0;-3,3;11,3;4;37;82;60;1,4
"RSH-Caira-Gre-sec";2021-02-16;47;4,94;44,21;0;5;11,6;8,3;68;90;79;0,6
"RSH-Caira-Gre-sec";2021-02-17;48;4,94;44,21;0;5,4;16,7;11;50;98;74;2,1
"RSH-Caira-Gre-sec";2021-02-18;49;4,94;44,21;0;1,7;12,6;7,2;72;98;85;0,2
"RSH-Caira-Gre-sec";2021-02-19;50;4,94;44,21;0;7,7;14,9;11,3;60;88;74;1,1
"RSH-Caira-Gre-sec";2021-02-20;51;4,94;44,21;0;4,4;18,1;11,3;51;90;71;2,2
"RSH-Caira-Gre-sec";2021-02-21;52;4,94;44,21;0,6;1,7;19,5;10,6;33;99;66;2,5
"RSH-Caira-Gre-sec";2021-02-22;53;4,94;44,21;7,6;10,6;17;13,8;28;70;49;2
"RSH-Caira-Gre-sec";2021-02-23;54;4,94;44,21;0;8,6;18,4;13,5;56;98;77;2,1
"RSH-Caira-Gre-sec";2021-02-24;55;4,94;44,21;0;3,4;18,2;10,8;59;99;79;1,7
"RSH-Caira-Gre-sec";2021-02-25;56;4,94;44,21;0;3,9;13,9;8,9;69;100;84;1,1
"RSH-Caira-Gre-sec";2021-02-26;57;4,94;44,21;0;-2,3;19,7;8,7;40;100;70;1,8
"RSH-Caira-Gre-sec";2021-02-27;58;4,94;44,21;0;8,1;11,4;9,8;62;77;69;2,9
"RSH-Caira-Gre-sec";2021-02-28;59;4,94;44,21;0;4;17;10,5;47;87;67;2,4
"RSH-Caira-Gre-sec";2021-03-01;60;4,94;44,21;0;1,1;17,8;9,5;32;95;63;2,3
"RSH-Caira-Gre-sec";2021-03-02;61;4,94;44,21;0;0,6;14,3;7,4;46;94;70;1,2
"RSH-Caira-Gre-sec";2021-03-03;62;4,94;44,21;0;3,5;13,4;8,4;54;90;72;1,4
"RSH-Caira-Gre-sec";2021-03-04;63;4,94;44,21;0;1,8;14,5;8,2;61;95;78;1,2
"RSH-Caira-Gre-sec";2021-03-05;64;4,94;44,21;0;4,9;16,7;10,8;46;98;72;2,9
"RSH-Caira-Gre-sec";2021-03-06;65;4,94;44,21;0,8;5,1;15;10;56;82;69;1,8
"RSH-Caira-Gre-sec";2021-03-07;66;4,94;44,21;0;5,5;15,2;10,3;54;98;76;1,7
"RSH-Caira-Gre-sec";2021-03-08;67;4,94;44,21;0;5;15,2;10,1;47;94;70;2,9
"RSH-Caira-Gre-sec";2021-03-09;68;4,94;44,21;0;5,5;13,7;9,6;33;70;51;4,2
"RSH-Caira-Gre-sec";2021-03-10;69;4,94;44,21;0;5,4;16;10,7;30;60;45;4,2
"RSH-Caira-Gre-sec";2021-03-11;70;4,94;44,21;0,7;3,3;16,7;10;49;86;68;1,5
"RSH-Caira-Gre-sec";2021-03-12;71;4,94;44,21;0;7;16,1;11,5;40;97;69;3
"RSH-Caira-Gre-sec";2021-03-13;72;4,94;44,21;0;-0,6;16,2;7,8;37;84;61;2,1
"RSH-Caira-Gre-sec";2021-03-14;73;4,94;44,21;0;6,5;13,5;10;36;79;57;4
"RSH-Caira-Gre-sec";2021-03-15;74;4,94;44,21;0,1;2,7;14,2;8,5;48;78;63;2,4
"RSH-Caira-Gre-sec";2021-03-16;75;4,94;44,21;0;6,5;12,2;9,4;35;77;56;4,3
"RSH-Caira-Gre-sec";2021-03-17;76;4,94;44,21;0,4;5,1;11,4;8,3;57;86;72;2,6
"RSH-Caira-Gre-sec";2021-03-18;77;4,94;44,21;0;4,2;9,9;7,1;39;85;62;3,6
"RSH-Caira-Gre-sec";2021-03-19;78;4,94;44,21;0;3,5;10,6;7;37;60;49;2,8
"RSH-Caira-Gre-sec";2021-03-20;79;4,94;44,21;0;1,6;10,9;6,2;34;75;55;3,8
"RSH-Caira-Gre-sec";2021-03-21;80;4,94;44,21;0;2,5;12,7;7,6;32;53;42;4,6
"RSH-Caira-Gre-sec";2021-03-22;81;4,94;44,21;0;6;12,8;9,4;41;70;56;4,5
"RSH-Caira-Gre-sec";2021-03-23;82;4,94;44,21;0;4;16,2;10,1;29;68;49;4,2
"RSH-Caira-Gre-sec";2021-03-24;83;4,94;44,21;0;0;21;10,5;16;82;49;4
"RSH-Caira-Gre-sec";2021-03-25;84;4,94;44,21;0;-0,4;22,1;10,8;24;84;54;3,6
"RSH-Caira-Gre-sec";2021-03-26;85;4,94;44,21;2,7;1,2;17,3;9,3;58;94;76;1,3
"RSH-Caira-Gre-sec";2021-03-27;86;4,94;44,21;0;9,4;16,7;13,1;29;98;64;4,7
"RSH-Caira-Gre-sec";2021-03-28;87;4,94;44,21;0;1;20,5;10,8;34;80;57;3,2
"RSH-Caira-Gre-sec";2021-03-29;88;4,94;44,21;0;1,5;22,2;11,9;37;93;65;3,2
"RSH-Caira-Gre-sec";2021-03-30;89;4,94;44,21;0;3;24,5;13,7;35;94;65;3,6
"RSH-Caira-Gre-sec";2021-03-31;90;4,94;44,21;0;3,4;24,5;13,9;23;95;59;4
"RSH-Caira-Gre-sec";2021-04-01;91;4,94;44,21;0;1,7;23,2;12,4;15;92;54;3,9
"RSH-Caira-Gre-sec";2021-04-02;92;4,94;44,21;0;2;25,3;13,7;26;88;57;4,1
"RSH-Caira-Gre-sec";2021-04-03;93;4,94;44,21;0;8,1;16,7;12,4;37;66;51;5,7
"RSH-Caira-Gre-sec";2021-04-04;94;4,94;44,21;0;7,1;18;12,6;27;57;42;5,4
"RSH-Caira-Gre-sec";2021-04-05;95;4,94;44,21;0;1,1;22;11,6;19;77;48;4,2
"RSH-Caira-Gre-sec";2021-04-06;96;4,94;44,21;0;4;10,6;7,3;23;72;47;4,9
"RSH-Caira-Gre-sec";2021-04-07;97;4,94;44,21;0;1,9;10,4;6,1;20;68;44;4,6
"RSH-Caira-Gre-sec";2021-04-08;98;4,94;44,21;0;-3,5;17,4;7;13;65;39;3,4
"RSH-Caira-Gre-sec";2021-04-09;99;4,94;44,21;0;3,5;17,7;10,6;38;79;59;3
"RSH-Caira-Gre-sec";2021-04-10;100;4,94;44,21;0,7;8,8;14,3;11,5;37;68;53;1,8
"RSH-Caira-Gre-sec";2021-04-11;101;4,94;44,21;25;6,4;15,7;11,1;67;99;83;1,1
"RSH-Caira-Gre-sec";2021-04-12;102;4,94;44,21;0;5;11,5;8,2;35;91;63;4,1
"RSH-Caira-Gre-sec";2021-04-13;103;4,94;44,21;0;3,7;14,8;9,3;31;64;48;5,2
"RSH-Caira-Gre-sec";2021-04-14;104;4,94;44,21;0;4;15,8;9,9;28;69;49;4,7
"RSH-Caira-Gre-sec";2021-04-15;105;4,94;44,21;0;2,4;14,6;8,5;26;66;46;4,6
"RSH-Caira-Gre-sec";2021-04-16;106;4,94;44,21;1;3,7;13,9;8,8;34;66;50;4,3
"RSH-Caira-Gre-sec";2021-04-17;107;4,94;44,21;0;4,8;13,9;9,3;40;77;59;3,8
"RSH-Caira-Gre-sec";2021-04-18;108;4,94;44,21;0;5,6;16,4;11;35;61;48;5,1
"RSH-Caira-Gre-sec";2021-04-19;109;4,94;44,21;0;5,5;18,9;12,2;26;71;48;5
"RSH-Caira-Gre-sec";2021-04-20;110;4,94;44,21;0;1,6;20,7;11,2;26;81;53;3,7
"RSH-Caira-Gre-sec";2021-04-21;111;4,94;44,21;0;6,2;18,5;12,4;42;89;65;3,1
"RSH-Caira-Gre-sec";2021-04-22;112;4,94;44,21;0;6,2;21,9;14,1;32;95;63;4,3
"RSH-Caira-Gre-sec";2021-04-23;113;4,94;44,21;0;5,8;23,7;14,7;26;90;58;4,5
"RSH-Caira-Gre-sec";2021-04-24;114;4,94;44,21;0;6,3;24,8;15,5;25;73;49;5,2
"RSH-Caira-Gre-sec";2021-04-25;115;4,94;44,21;0;5,7;22,4;14,1;26;80;53;3,3
"RSH-Caira-Gre-sec";2021-04-26;116;4,94;44,21;1,9;9,6;22;15,8;32;95;64;2,9
"RSH-Caira-Gre-sec";2021-04-27;117;4,94;44,21;1,9;11,6;20,2;15,9;51;94;72;2,9
"RSH-Caira-Gre-sec";2021-04-28;118;4,94;44,21;7,8;12;15,1;13,5;77;97;87;1
"RSH-Caira-Gre-sec";2021-04-29;119;4,94;44,21;17,4;12,3;20,5;16,4;50;98;74;2,9
"RSH-Caira-Gre-sec";2021-04-30;120;4,94;44,21;45,5;12,3;17,4;14,8;75;96;85;2
"RSH-Caira-Gre-sec";2021-05-01;121;4,94;44,21;39,7;9,8;11,6;10,7;87;98;93;0,7
"RSH-Caira-Gre-sec";2021-05-02;122;4,94;44,21;0;6,9;16,5;11,7;39;96;68;4,2
"RSH-Caira-Gre-sec";2021-05-03;123;4,94;44,21;0;5,4;20,2;12,8;27;87;57;4,7
"RSH-Caira-Gre-sec";2021-05-04;124;4,94;44,21;0;6,3;21,4;13,9;37;83;60;4,3
"RSH-Caira-Gre-sec";2021-05-06;126;4,94;44,21;0,1;4;21,4;12,7;46;87;67;2,3
"RSH-Caira-Gre-sec";2021-05-07;127;4,94;44,21;0;13;21,8;17,4;34;99;67;5,5
"RSH-Caira-Gre-sec";2021-05-08;128;4,94;44,21;0;6,5;25,6;16;37;87;62;4,6
"RSH-Caira-Gre-sec";2021-05-09;129;4,94;44,21;3,5;10,1;27,3;18,7;30;92;61;6
"RSH-Caira-Gre-sec";2021-05-10;130;4,94;44,21;21,6;15,7;19,7;17,7;35;85;60;2,8
"RSH-Caira-Gre-sec";2021-05-11;131;4,94;44,21;9,7;9,8;20,4;15,1;48;97;72;3,6
"RSH-Caira-Gre-sec";2021-05-12;132;4,94;44,21;0;6,8;20,7;13,8;37;94;65;4,1
"RSH-Caira-Gre-sec";2021-05-13;133;4,94;44,21;0;8;20,3;14,2;36;92;64;4,8
"RSH-Caira-Gre-sec";2021-05-14;134;4,94;44,21;0;8,9;19,7;14,3;37;94;65;4,5
"RSH-Caira-Gre-sec";2021-05-15;135;4,94;44,21;5,8;7,1;17,9;12,5;57;92;75;1,3
"RSH-Caira-Gre-sec";2021-05-16;136;4,94;44,21;6,6;12,9;17,3;15,1;81;94;87;0,8
"RSH-Caira-Gre-sec";2021-05-17;137;4,94;44,21;0;7,1;21,7;14,4;37;95;66;4,4
"RSH-Caira-Gre-sec";2021-05-18;138;4,94;44,21;0,2;9,6;19,7;14,6;35;79;57;3,5
"RSH-Caira-Gre-sec";2021-05-19;139;4,94;44,21;0;8,3;20,3;14,3;38;92;65;5,3
"RSH-Caira-Gre-sec";2021-05-20;140;4,94;44,21;0;9,7;21,7;15,7;24;81;52;5,9
"RSH-Caira-Gre-sec";2021-05-21;141;4,94;44,21;11,9;9;23,4;16,2;33;88;60;3,9
"RSH-Caira-Gre-sec";2021-05-22;142;4,94;44,21;0;10,7;21,8;16,2;31;94;63;4
"RSH-Caira-Gre-sec";2021-05-23;143;4,94;44,21;0;11,1;22,2;16,7;24;78;51;5,8
"RSH-Caira-Gre-sec";2021-05-24;144;4,94;44,21;0;10,7;21,2;16;46;84;65;3,7
"RSH-Caira-Gre-sec";2021-05-25;145;4,94;44,21;0;5,5;21,5;13,5;29;81;55;5
"RSH-Caira-Gre-sec";2021-05-26;146;4,94;44,21;0;8,6;25,6;17,1;25;83;54;5,6
"RSH-Caira-Gre-sec";2021-05-27;147;4,94;44,21;0;9,7;25,9;17,8;23;89;56;6,4
"RSH-Caira-Gre-sec";2021-05-28;148;4,94;44,21;0;13,6;27,2;20,4;30;75;52;5,9
"RSH-Caira-Gre-sec";2021-05-29;149;4,94;44,21;0;11,4;27,5;19,5;28;98;63;5,8
"RSH-Caira-Gre-sec";2021-05-30;150;4,94;44,21;0;16,2;26,6;21,4;33;60;46;6,4
"RSH-Caira-Gre-sec";2021-05-31;151;4,94;44,21;0;11,7;27;19,3;40;91;66;5,4
"RSH-Caira-Gre-sec";2021-06-01;152;4,94;44,21;0;10;26,5;18,2;37;95;66;4,6
"RSH-Caira-Gre-sec";2021-06-02;153;4,94;44,21;0;16;25,2;20,6;45;86;66;3,2
"RSH-Caira-Gre-sec";2021-06-03;154;4,94;44,21;0;12,4;27,7;20;38;91;64;5,3
"RSH-Caira-Gre-sec";2021-06-04;155;4,94;44,21;0,3;10,9;28;19,5;35;94;65;4,3
"RSH-Caira-Gre-sec";2021-06-05;156;4,94;44,21;0;14,7;27;20,9;39;95;67;6,8
"RSH-Caira-Gre-sec";2021-06-06;157;4,94;44,21;0;16,3;25,3;20,8;45;78;62;6,8
"RSH-Caira-Gre-sec";2021-06-07;158;4,94;44,21;0;16,5;26,4;21,4;47;85;66;6,7
"RSH-Caira-Gre-sec";2021-06-08;159;4,94;44,21;0;18,5;27,6;23,1;40;74;57;7,7
"RSH-Caira-Gre-sec";2021-06-09;160;4,94;44,21;0;18,2;29,5;23,8;34;75;55;7,8
"RSH-Caira-Gre-sec";2021-06-10;161;4,94;44,21;0;18,8;31;24,9;34;76;55;8,3
"RSH-Caira-Gre-sec";2021-06-11;162;4,94;44,21;0;16,6;32,6;24,6;29;79;54;7,6
"RSH-Caira-Gre-sec";2021-06-12;163;4,94;44,21;0;15,8;32,5;24,2;23;80;52;7,4
"RSH-Caira-Gre-sec";2021-06-13;164;4,94;44,21;0;20,9;31,8;26,4;36;68;52;9
"RSH-Caira-Gre-sec";2021-06-14;165;4,94;44,21;0;17,7;35,3;26,5;20;82;51;7,8
"RSH-Caira-Gre-sec";2021-06-15;166;4,94;44,21;0;18,9;34,3;26,6;29;65;47;7,4
"RSH-Caira-Gre-sec";2021-06-16;167;4,94;44,21;0;17,8;34,7;26,2;39;94;67;6,7
"RSH-Caira-Gre-sec";2021-06-17;168;4,94;44,21;0;19,7;31;25,4;37;95;66;4,4
"RSH-Caira-Gre-sec";2021-06-18;169;4,94;44,21;0;20;31,3;25,7;41;67;54;7
"RSH-Caira-Gre-sec";2021-06-19;170;4,94;44,21;0;17,7;30,3;24;46;94;70;4,5
"RSH-Caira-Gre-sec";2021-06-20;171;4,94;44,21;0;20,7;28,6;24,7;47;85;66;3,7
"RSH-Caira-Gre-sec";2021-06-21;172;4,94;44,21;19,4;18;30,9;24,4;30;96;63;7,1
"RSH-Caira-Gre-sec";2021-06-22;173;4,94;44,21;0;15,7;28,7;22,2;33;96;64;6,2
"RSH-Caira-Gre-sec";2021-06-23;174;4,94;44,21;0;14,5;28,5;21,5;39;82;60;5,9
"RSH-Caira-Gre-sec";2021-06-24;175;4,94;44,21;0;14,1;26,9;20,5;38;96;67;4,7
"RSH-Caira-Gre-sec";2021-06-25;176;4,94;44,21;0;15,4;25,9;20,6;34;77;56;7,5
"RSH-Caira-Gre-sec";2021-06-26;177;4,94;44,21;0;11,4;31,2;21,3;25;80;53;6,3
"RSH-Caira-Gre-sec";2021-06-27;178;4,94;44,21;0;16,3;31,4;23,8;32;83;58;6,8
"RSH-Caira-Gre-sec";2021-06-28;179;4,94;44,21;0,6;15;27,5;21,2;42;83;62;3,4
"RSH-Caira-Gre-sec";2021-06-29;180;4,94;44,21;0;14,1;28,2;21,1;29;91;60;6,2
"RSH-Caira-Gre-sec";2021-06-30;181;4,94;44,21;0;11,6;26,9;19,3;33;81;57;6,4
"RSH-Caira-Gre-sec";2021-07-01;182;4,94;44,21;0;15,5;29,4;22,4;32;79;55;7,1
"RSH-Caira-Gre-sec";2021-07-02;183;4,94;44,21;0;15,8;32;23,9;25;75;50;7,8
"RSH-Caira-Gre-sec";2021-07-03;184;4,94;44,21;0,3;17,5;30,6;24;36;72;54;5,4
"RSH-Caira-Gre-sec";2021-07-04;185;4,94;44,21;2,3;18,4;28;23,2;43;95;69;4
"RSH-Caira-Gre-sec";2021-07-05;186;4,94;44,21;0;15,8;32,9;24,3;31;89;60;6,7
"RSH-Caira-Gre-sec";2021-07-06;187;4,94;44,21;22,6;15,7;31;23,4;45;92;69;4,7
"RSH-Caira-Gre-sec";2021-07-07;188;4,94;44,21;0;17,2;29,3;23,2;43;97;70;6,3
"RSH-Caira-Gre-sec";2021-07-08;189;4,94;44,21;0;17;26,1;21,6;42;84;63;7,1
"RSH-Caira-Gre-sec";2021-07-09;190;4,94;44,21;0;15,1;27,5;21,3;36;82;59;7,3
"RSH-Caira-Gre-sec";2021-07-10;191;4,94;44,21;0;15,1;31,8;23,4;25;72;49;6,8
"RSH-Caira-Gre-sec";2021-07-11;192;4,94;44,21;0,7;17,9;30,9;24,4;29;81;55;7,8
"RSH-Caira-Gre-sec";2021-07-12;193;4,94;44,21;4,9;18,6;31;24,8;34;84;59;7
"RSH-Caira-Gre-sec";2021-07-13;194;4,94;44,21;0,5;13,3;23,6;18,4;50;92;71;5,2
"RSH-Caira-Gre-sec";2021-07-14;195;4,94;44,21;0;9,9;23,7;16,8;51;95;73;3,3
"RSH-Caira-Gre-sec";2021-07-15;196;4,94;44,21;0;14,5;25,5;20;47;88;68;5,5
"RSH-Caira-Gre-sec";2021-07-16;197;4,94;44,21;0;18,2;26;22,1;47;84;66;6,8
"RSH-Caira-Gre-sec";2021-07-17;198;4,94;44,21;0;18,3;27;22,7;51;79;65;6,9
"RSH-Caira-Gre-sec";2021-07-18;199;4,94;44,21;0;19,7;31,8;25,8;42;79;61;8,3
"RSH-Caira-Gre-sec";2021-07-19;200;4,94;44,21;0;20,9;33,1;27;38;73;55;8,2
"RSH-Caira-Gre-sec";2021-07-20;201;4,94;44,21;0;20,2;34,2;27,2;27;72;50;7,5
"RSH-Caira-Gre-sec";2021-07-21;202;4,94;44,21;0;20,5;34,8;27,6;24;76;50;8,3
"RSH-Caira-Gre-sec";2021-07-22;203;4,94;44,21;0;21;35;28;22;62;42;8,2
"RSH-Caira-Gre-sec";2021-07-23;204;4,94;44,21;0;17,7;35,5;26,6;28;96;62;7,3
"RSH-Caira-Gre-sec";2021-07-24;205;4,94;44,21;0;16,5;32,9;24,7;31;80;55;5,7
"RSH-Caira-Gre-sec";2021-07-25;206;4,94;44,21;0;19,5;33;26,3;27;82;54;7,4
"RSH-Caira-Gre-sec";2021-07-26;207;4,94;44,21;0;20,9;32;26,5;30;66;48;7,9
"RSH-Caira-Gre-sec";2021-07-27;208;4,94;44,21;2,9;18,2;32,7;25,5;31;69;50;7
"RSH-Caira-Gre-sec";2021-07-28;209;4,94;44,21;0,4;18,5;30,2;24,4;41;92;67;5,4
"RSH-Caira-Gre-sec";2021-07-29;210;4,94;44,21;0;18;34,1;26;26;83;54;6,9
"RSH-Caira-Gre-sec";2021-07-30;211;4,94;44,21;2,1;18,7;32,8;25,8;44;91;68;5,6
"RSH-Caira-Gre-sec";2021-07-31;212;4,94;44,21;1,3;19,8;28,4;24,1;46;79;62;6,2
"RSH-Caira-Gre-sec";2021-08-01;213;4,94;44,21;0;15,4;27,1;21,3;35;80;57;7
"RSH-Caira-Gre-sec";2021-08-02;214;4,94;44,21;0;14,9;27,9;21,4;29;83;56;6,7
"RSH-Caira-Gre-sec";2021-08-03;215;4,94;44,21;0,9;12,1;29,9;21;30;77;53;4,6
"RSH-Caira-Gre-sec";2021-08-04;216;4,94;44,21;8,1;17,4;21,9;19,6;75;97;86;1,2
"RSH-Caira-Gre-sec";2021-08-05;217;4,94;44,21;0;16,1;28,3;22,2;36;99;67;5,1
"RSH-Caira-Gre-sec";2021-08-06;218;4,94;44,21;0;17,9;30,3;24,1;30;89;60;5,9
"RSH-Caira-Gre-sec";2021-08-07;219;4,94;44,21;22,2;16,6;24,7;20,7;70;90;80;1,1
"RSH-Caira-Gre-sec";2021-08-08;220;4,94;44,21;0;13,6;26,8;20,2;35;100;68;5,3
"RSH-Caira-Gre-sec";2021-08-09;221;4,94;44,21;0;12,2;31,9;22,1;23;75;49;5,7
"RSH-Caira-Gre-sec";2021-08-10;222;4,94;44,21;2,2;16;34,3;25,2;32;87;59;5,8
"RSH-Caira-Gre-sec";2021-08-11;223;4,94;44,21;0;16;36,2;26,1;27;96;62;5,9
"RSH-Caira-Gre-sec";2021-08-12;224;4,94;44,21;0;19,8;35,1;27,4;31;83;57;6,7
"RSH-Caira-Gre-sec";2021-08-13;225;4,94;44,21;0;19,5;37,5;28,5;29;86;58;6
"RSH-Caira-Gre-sec";2021-08-14;226;4,94;44,21;0;20,7;37,7;29,2;28;81;55;7
"RSH-Domaz-Gre-sec";2021-01-01;1;4,66;43,92;0;5,1;7,2;6,2;65;97;81;1,4
"RSH-Domaz-Gre-sec";2021-01-02;2;4,66;43,92;0,9;3,1;4,2;3,7;67;79;73;1,6
"RSH-Domaz-Gre-sec";2021-01-03;3;4,66;43,92;3,5;2,2;4,6;3,4;61;72;66;1,7
"RSH-Domaz-Gre-sec";2021-01-04;4;4,66;43,92;7,7;1,8;2,7;2,2;74;87;81;0,5
"RSH-Domaz-Gre-sec";2021-01-05;5;4,66;43,92;0;-0,6;5,4;2,4;66;95;81;0,9
"RSH-Domaz-Gre-sec";2021-01-06;6;4,66;43,92;0;-1,8;5,2;1,7;58;85;72;1,2
"RSH-Domaz-Gre-sec";2021-01-07;7;4,66;43,92;0;-2,2;5,2;1,5;59;82;70;1,2
"RSH-Domaz-Gre-sec";2021-01-08;8;4,66;43,92;0;1,8;5,9;3,9;49;79;64;1,9
"RSH-Domaz-Gre-sec";2021-01-09;9;4,66;43,92;0;1,4;5,2;3,3;48;72;60;2,2
"RSH-Domaz-Gre-sec";2021-01-10;10;4,66;43,92;0;1,5;3,3;2,4;55;67;61;2,1
"RSH-Domaz-Gre-sec";2021-01-11;11;4,66;43,92;0;0,6;3,9;2,3;45;68;56;2,2
"RSH-Domaz-Gre-sec";2021-01-12;12;4,66;43,92;0;0,4;10,1;5,2;52;71;62;1,8
"RSH-Domaz-Gre-sec";2021-01-13;13;4,66;43,92;0;1,2;15,2;8,2;60;88;74;1,1
"RSH-Domaz-Gre-sec";2021-01-14;14;4,66;43,92;0;5;14,2;9,6;42;84;63;2,1
"RSH-Domaz-Gre-sec";2021-01-15;15;4,66;43,92;0;3,8;11,5;7,7;52;83;67;2,1
"RSH-Domaz-Gre-sec";2021-01-16;16;4,66;43,92;0,4;1,3;6;3,6;39;73;56;2
"RSH-Domaz-Gre-sec";2021-01-17;17;4,66;43,92;0;1;11,4;6,2;52;90;71;1,5
"RSH-Domaz-Gre-sec";2021-01-18;18;4,66;43,92;0;3,3;9,8;6,5;44;75;59;2,4
"RSH-Domaz-Gre-sec";2021-01-19;19;4,66;43,92;0;-2,7;11,5;4,4;40;89;65;1,2
"RSH-Domaz-Gre-sec";2021-01-20;20;4,66;43,92;2,6;3,9;12,9;8,4;67;93;80;0,6
