"site";"date";"doy";"longitude";"latitude";"pluie";"tmin";"tmax";"tmoy";"hmin";"hmax";"hmoy";"etp";"irrig";"C10";"GDD10";"kv";"ieff";"Tv";"Peff";"D";"Nb_j_Es_co_PD";"Jours_Es";"Es_th";"Cumul_P_si_jour_Es";"Cumul_Es_reelle";"Cumul_ES_max_depuis_jours_Es_sup_0";"Es_max";"Es_reelle";"ETR";"ATSW";"FTSW";"PHFB80";"PHFB120";"PHFB180"
"RSH-StHil-Gre-sec";2021-09-06;249;4,58;43,96;0;18,9;31,4;25,1;43;100;71;4,6;0;15,1;1754,2;0,55;0;0,188302630126188;0;0;0;0;0;0;0;0;0;0;0,188302630126188;1,992567519349;2,72608768684399;-0,684338582302832;-0,722752371372043;-0,679981352530369
"RSH-StHil-Gre-sec";2021-09-07;250;4,58;43,96;0;18;30,2;24,1;40;98;69;4,4;0;14,1;1768,3;0,55;0;0,164928305054061;0;0;0;0;0;0;0;0;0;0;0,164928305054061;1,82763921429494;2,49070939918625;-0,701232230892011;-0,733483792307762;-0,68692513053797
"RSH-StHil-Gre-sec";2021-09-08;251;4,58;43,96;0;17,9;30,3;24,1;30;86;58;5;0;14,1;1782,4;0,55;0;0,171236271194055;0;0;0;0;0;0;0;0;0;0;0,171236271194055;1,65640294310089;2,28454901786867;-0,717396065858839;-0,743749353571399;-0,69356753209426
"RSH-StHil-Gre-sec";2021-09-09;252;4,58;43,96;0,5;17,7;26,6;22,1;47;86;66;2,1;0;12,1;1794,5;0,55;0;0,065966352890958;0;0;0;0;0;0;0;0;0;0;0,065966352890958;1,59043659020993;2,07050367887611;-0,735800753747012;-0,755429393171253;-0,701121838440638
"RSH-StHil-Gre-sec";2021-09-10;253;4,58;43,96;0;18,4;27,2;22,8;43;90;67;3,6;0;12,8;1807,3;0,55;0;0,102489932104367;0;0;0;0;0;0;0;0;0;0;0,102489932104367;1,48794665810556;1,98804573776241;-0,74340379683522;-0,760283537955601;-0,704273027519459
"RSH-StHil-Gre-sec";2021-09-11;254;4,58;43,96;0;14,2;30,5;22,3;35;93;64;4,8;0;12,3;1819,6;0,55;0;0,131211018692319;0;0;0;0;0;0;0;0;0;0;0,131211018692319;1,35673563941324;1,85993332263195;-0,755865720777683;-0,768376127881709;-0,709579780094272
"RSH-StHil-Gre-sec";2021-09-12;255;4,58;43,96;0;17,5;32;24,7;26;74;50;5,7;0;14,7;1834,3;0,55;0;0,145772274161279;0;0;0;0;0;0;0;0;0;0;0,145772274161279;1,21096336525196;1,69591954926655;-0,773136456833317;-0,779441473623804;-0,716773431718488
"RSH-StHil-Gre-sec";2021-09-13;256;4,58;43,96;0;15,4;29,2;22,3;51;95;73;3,5;0;12,3;1846,6;0,55;0;0,0816161283084528;0;0;0;0;0;0;0;0;0;0;0,0816161283084528;1,12934723694351;1,51370420656495;-0,794401393017739;-0,792875905833926;-0,725436194003382
"RSH-StHil-Gre-sec";2021-09-14;257;4,58;43,96;17,1;21,4;27,5;24,4;64;87;76;3;0;14,4;1861;0,55;0;0,0624402985208043;6,05;0;2;2;1,35;6,05;0;1,35;1,35;1,35;1,4124402985208;5,76690693842271;8,97418404617939;-0,461431204364552;-0,521717344944444;-0,553427378218377
"RSH-StHil-Gre-sec";2021-09-15;258;4,58;43,96;64,3;20;25,7;22,8;62;98;80;1,3;0;12,8;1873,8;0,55;0;0,160413539825457;29,65;0;6;7;0,585;35,7;0;1,935;0,585;0,585;0,745413539825457;34,6714933985972;44,2711336730284;-0,162849142251885;-0,235445139933796;-0,300955089943395
"RSH-StHil-Gre-sec";2021-09-16;259;4,58;43,96;2,3;17,7;25,8;21,7;63;96;79;2,1;0;11,7;1885,5;0,55;0;1,27832898480869;0;0;0;6;0,945;35,7;0;2,88;0,945;0,945;2,2233289848087;32,4481644137886;43,3393667482466;-0,166828688353801;-0,239121126452444;-0,304340807934925
"RSH-StHil-Gre-sec";2021-09-17;260;4,58;43,96;0;15,4;27,9;21,6;47;98;73;3,7;0;11,6;1897,1;0,55;0;2,20489028331704;0;0;0;5;1,665;35,7;0;4,545;1,665;1,665;3,86989028331704;28,5782741304715;40,5602055172357;-0,179227468284256;-0,24896981473459;-0,312289668418056
"RSH-StHil-Gre-sec";2021-09-18;261;4,58;43,96;4,5;15,3;28,5;21,9;42;97;70;4,1;0;11,9;1909;0,55;0;2,28658158603416;0;0;0;4;1,845;35,7;0;6,39;1,845;1,845;4,13158158603416;24,4466925444373;35,7228426630894;-0,202986558980178;-0,267510333085145;-0,327064165026639
"RSH-StHil-Gre-sec";2021-09-19;262;4,58;43,96;0;13,7;24,4;19;41;99;70;3,5;0;9;1918;0,55;0;1,71916180316118;0;0;0;3;1,575;35,7;0;7,965;1,575;1,575;3,29416180316118;21,1525307412762;30,5583656805467;-0,2322000310386;-0,289867372259018;-0,344623348758593
